,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
316,Xanthium strumarium,"Common Names: Common Cocklebur, Rough Cockleburr",Annual herb,,,"2.5"" - 70.1""","0.15"" - 2.56""",,,," 32.4"" - 59.8"""," 59.3"" - 89.4""",,"0.04"" - 40.75""","-195"" - 5647""",,,,17427,https://static.inaturalist.org/photos/2046930/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Xanthium-strumarium-(Cocklebur)?srchcr=sc61b191eec0023"
317,Matricaria discoidea,"Common Names: Disc Mayweed, Pineappleweed, Rayless Chamomile",Annual herb,,,"5.8"" - 96.8""","0.14"" - 3.60""",,,," 25.6"" - 56.6"""," 52.0"" - 80.4""",,"0.01"" - 30.60""","-4"" - 8135""",,,,17748,https://inaturalist-open-data.s3.amazonaws.com/photos/63400708/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Matricaria-discoidea-(Pineapple-Weed)?srchcr=sc61b191eec0023"
318,Urtica dioica ssp. holosericea,"Common Names: Hoary Stinging Nettle, Slim Nettle",Perennial herb,,,"5.6"" - 71.3""","0.13"" - 4.22""",,,," 22.9"" - 56.3"""," 46.3"" - 80.9""",,"0.39"" - 29.78""","-1"" - 10600""",Butterfly Gardens,,,57458,https://inaturalist-open-data.s3.amazonaws.com/photos/31199444/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Urtica-dioica-ssp.-holosericea-(Hoary-Nettle)?srchcr=sc61b191eec0023"
319,Cordylanthus rigidus ssp. setiger,,Annual herb,,,"6.5"" - 48.0""","0.15"" - 2.95""",,,," 33.1"" - 56.0"""," 60.2"" - 82.0""",,"1.22"" - 32.72""","24"" - 7635""",,,,1190,https://inaturalist-open-data.s3.amazonaws.com/photos/13044/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cordylanthus-rigidus-ssp.-setiger-()?srchcr=sc61b191eec0023"
320,Scutellaria tuberosa,"Common Names: Common Skullcap, Dannie's Scullcap",Perennial herb,9.8 in tall,,"10.6"" - 93.4""","0.14"" - 2.20""","Full Sun, Part Shade",,," 36.9"" - 55.7"""," 60.2"" - 80.3""",,"0.31"" - 28.66""","7"" - 5755""",,,,796,https://inaturalist-open-data.s3.amazonaws.com/photos/11756/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Scutellaria-tuberosa-(Danny\'s-Skullcap)?srchcr=sc61b191eec0023"
321,Spergularia marina,Common Names: Salt Sandspurry,Annual herb,,,"2.4"" - 65.7""","0.14"" - 1.98""",,,," 39.4"" - 60.6"""," 57.1"" - 90.2""",,"0.47"" - 48.25""","-325"" - 4373""",,,,1208,https://inaturalist-open-data.s3.amazonaws.com/photos/71419255/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Spergularia-marina-(Saltmarsh-Sand-spurrey)?srchcr=sc61b191eec0023"
322,Geranium carolinianum,Common Names: Carolina Geranium,Annual Herb,1.6 ft tall,,"5.7"" - 70.1""","0.15"" - 1.85""",,,," 34.0"" - 57.5"""," 57.7"" - 86.2""",,"0.32"" - 37.04""","1"" - 5871""",Bird Gardens,"White,  Lavender",,8712,https://inaturalist-open-data.s3.amazonaws.com/photos/115573257/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Geranium-carolinianum-(Carolina-Crane\'s-bill)?srchcr=sc61b191eec0023"
323,Nuttallanthus texanus,"Common Names: Canada Toadflax, Oldfield Toadflax, Oldfield-toadflax, Texas Toadflax","Perennial herb, Annual herb",0.33 - 2 ft tall,,"9.5"" - 59.6""","0.14"" - 1.47""",,,," 39.9"" - 57.1"""," 55.6"" - 80.7""",,"0.35"" - 30.23""","-695"" - 3983""",,,,3461,https://static.inaturalist.org/photos/32147281/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Nuttallanthus-texanus-(Blue-Toadflax)?srchcr=sc61b191eec0023"
324,Chorizanthe parryi,Common Names: San Bernardino Spineflower,Annual herb,0.8 - 5.9 in tall,,"7.2"" - 37.3""","0.18"" - 1.52""",,,," 45.4"" - 56.7"""," 66.8"" - 83.3""",,"2.18"" - 34.20""","7"" - 5568""",,White,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/6406657/small.jpeg?1544149572,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Chorizanthe-parryi-(Parry\'s-Spineflower)?srchcr=sc61b191eec0023"
325,Heliotropium curassavicum var. oculatum,Common Names: Alkali Heliotrope,Perennial herb,0.33 - 2 ft tall,,"2.5"" - 57.8""","0.14"" - 2.54""",,,," 29.4"" - 61.4"""," 58.8"" - 89.5""",,"0.47"" - 47.01""","-225"" - 6831""",,"Blue,  Lavender,  White",,8210,https://static.inaturalist.org/photos/84587988/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Heliotropium-curassavicum-var.-oculatum-(Seaside-Heliotrope)?srchcr=sc61b191eec0023"
326,Oxalis californica,Common Names: California Woodsorrel,"Perennial herb, Succulent",,,"10.0"" - 33.6""","0.14"" - 1.22""",,,," 42.1"" - 55.6"""," 63.5"" - 80.0""",,"1.09"" - 28.30""","-58"" - 3511""",,,,393,https://inaturalist-open-data.s3.amazonaws.com/photos/6409726/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Oxalis-californica-(California-Wood-sorrel)?srchcr=sc61b191eec0023"
327,Bidens frondosa,"Common Names: Bur Marigold, Devil's Beggarticks, Devil's Bootjack, Devil's-pitchfork, Devils Beggartick",Annual Herb,0.7 - 4 ft tall,,"5.0"" - 79.2""","0.15"" - 2.49""",,,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 33.3"" - 56.1"""," 57.3"" - 79.6""",,"0.40"" - 29.40""","-9"" - 6828""",,Yellow,,11423,https://inaturalist-open-data.s3.amazonaws.com/photos/10086/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Bidens-frondosa-(Sticktight)?srchcr=sc61b191eec0023"
328,Chorizanthe parryi var. parryi,Common Names: San Bernardino Spineflower,Annual herb,0.8 - 5.9 in tall,,"7.2"" - 37.3""","0.20"" - 1.52""",,,," 45.4"" - 54.8"""," 66.8"" - 83.3""",,"2.18"" - 34.20""","393"" - 5560""",,Pink,,18,https://inaturalist-open-data.s3.amazonaws.com/photos/6406657/small.jpeg?1544149572,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Chorizanthe-parryi-var.-parryi-(Parry\'s-Spineflower)?srchcr=sc61b191eec0023"
329,Acmispon grandiflorus,Common Names: Chaparral Birdsfoot Trefoil,Perennial Herb,0.33 - 4.9 ft tall,,"12.0"" - 86.9""","0.14"" - 3.22""",,,," 36.2"" - 57.2"""," 57.3"" - 77.2""",,"0.29"" - 25.39""","24"" - 8111""",,"Cream,  White,  Yellow",,324,https://static.inaturalist.org/photos/210910/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Acmispon-grandiflorus-(Chaparral-Lotus)?srchcr=sc61b191eec0023"
330,Cyperus odoratus,"Common Names: Rusty Flat Sedge, Rusty Flatsedge",Grasses,1 - 2 ft tall,,"2.6"" - 47.4""","0.15"" - 2.45""",,,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 33.5"" - 61.4"""," 61.0"" - 89.3""",,"0.97"" - 42.79""","-230"" - 7419""",,Brown,,2670,https://inaturalist-open-data.s3.amazonaws.com/photos/24788159/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cyperus-odoratus-(Fragrant-Flatsedge)?srchcr=sc61b191eec0023"
331,Baccharis salicifolia ssp. salicifolia,,Shrub,,,"2.5"" - 56.9""","0.14"" - 2.39""",,,," 41.4"" - 61.3"""," 61.1"" - 89.5""",,"0.48"" - 47.01""","-190"" - 5528""","Butterfly Gardens, Bee Gardens","Cream,  White",,10321,https://static.inaturalist.org/photos/62345687/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Baccharis-salicifolia-ssp.-salicifolia-(Mule-Fat)?srchcr=sc61b191eec0023"
332,Allium peninsulare var. peninsulare,"Common Names: Mexicali Onion, Penisula Allium",Perennial herb,,,"7.5"" - 70.0""","0.15"" - 2.45""",,,," 33.5"" - 55.7"""," 61.0"" - 80.3""",,"0.44"" - 29.80""","19"" - 7419""",,Pink,,389,https://inaturalist-open-data.s3.amazonaws.com/photos/16799/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Allium-peninsulare-var.-peninsulare-(Penisula-Onion)?srchcr=sc61b191eec0023"
333,Lasthenia glabrata ssp. coulteri,,Annual herb,,,"3.3"" - 29.3""","0.16"" - 1.99""",,,," 42.1"" - 56.6"""," 61.8"" - 83.3""",,"0.93"" - 35.15""","-5"" - 4389""",,Yellow,,49,https://inaturalist-open-data.s3.amazonaws.com/photos/12633/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Lasthenia-glabrata-ssp.-coulteri-(Coulter\'s-Goldfields)?srchcr=sc61b191eec0023"
334,Stanleya pinnata var. pinnata,"Common Names: Golden Prince's-plume, Pinnate Princesplume","Perennial Herb, Shrub",,,"3.6"" - 36.1""","0.19"" - 2.74""",,,," 28.9"" - 56.1"""," 51.1"" - 82.4""",,"1.59"" - 34.23""","2"" - 10141""",,,,1571,https://inaturalist-open-data.s3.amazonaws.com/photos/7036454/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stanleya-pinnata-var.-pinnata-(Desert-Princesplume)?srchcr=sc61b191eec0023"
335,Euphorbia crenulata,Common Names: Chinesecaps,Annual Herb,3.3 ft tall,,"12.1"" - 73.4""","0.18"" - 2.96""",,,," 25.3"" - 56.0"""," 53.7"" - 78.4""",,"0.38"" - 24.17""","8"" - 7551""",,Green,,53,https://inaturalist-open-data.s3.amazonaws.com/photos/255835/small.jpg?1544535690,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Euphorbia-crenulata-(Chinese-Caps)?srchcr=sc61b191eec0023"
336,Suaeda californica,,Shrub,1 - 2.6 ft tall,,"7.0"" - 28.2""","0.15"" - 0.42""",,,," 46.8"" - 57.4"""," 62.3"" - 77.3""",,"0.91"" - 25.35""","-1"" - 1456""",,,,160,https://inaturalist-open-data.s3.amazonaws.com/photos/329428/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Suaeda-californica-(California-Seablite)?srchcr=sc61b191eec0023"
337,Camissoniopsis cheiranthifolia ssp. suffruticosa,"Botanical Names: Camissonia cheiranthifolia ssp. suffruticosaCommon Names: Beach Evening Primrose, Beach Primrose",Perennial herb,,,"9.3"" - 48.5""","0.17"" - 0.91""",,,," 39.9"" - 56.7"""," 62.2"" - 76.8""",,"0.27"" - 21.95""","-23"" - 2818""",,Yellow,,4103,https://inaturalist-open-data.s3.amazonaws.com/photos/11555/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-cheiranthifolia-ssp.-suffruticosa-(Beach-Suncup)?srchcr=sc61b191eec0023"
338,Hieracium argutum,,Perennial herb,2 ft tall,,"12.0"" - 68.8""","0.14"" - 2.27""","Full Sun, Part Shade",,," 24.8"" - 56.2"""," 51.4"" - 77.4""",,"0.91"" - 25.61""","-62"" - 9035""",,,,50,https://inaturalist-open-data.s3.amazonaws.com/photos/806847/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Hieracium-argutum-(Southern-Hawkweed)?srchcr=sc61b191eec0023"
339,Acmispon grandiflorus var. grandiflorus,Common Names: Chaparral Birdsfoot Trefoil,Perennial Herb,0.33 - 4.9 ft tall,,"12.0"" - 65.2""","0.15"" - 3.22""",,,," 36.7"" - 57.2"""," 58.3"" - 77.2""",,"0.55"" - 25.39""","24"" - 8111""",,Yellow,,324,https://static.inaturalist.org/photos/210910/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Acmispon-grandiflorus-var.-grandiflorus-(Chaparral-Lotus)?srchcr=sc61b191eec0023"
340,Amaranthus powellii,Common Names: Green Amaranth,Annual herb,6.6 ft tall,,"5.2"" - 75.4""","0.15"" - 3.14""",,,," 28.4"" - 56.1"""," 46.6"" - 79.4""",,"0.49"" - 30.15""","0"" - 7953""",,,,231,https://inaturalist-open-data.s3.amazonaws.com/photos/8954268/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Amaranthus-powellii-(Powell\'s-Amaranth)?srchcr=sc61b191eec0023"
341,Cuscuta salina,"Common Names: Goldenthread, Salt Marsh Dodder, Saltmarsh Dodder","Vine, Annual herb",,,"3.5"" - 41.8""","0.15"" - 1.40""",,,," 45.2"" - 56.6"""," 58.2"" - 87.4""",,"0.30"" - 37.86""","-23"" - 2901""",,White,,58,https://inaturalist-open-data.s3.amazonaws.com/photos/19937/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cuscuta-salina-(Salt-Dodder)?srchcr=sc61b191eec0023"
342,Spergularia macrotheca var. macrotheca,"Common Names: Sticky Sand-spurry, Sticky Sandspurry",Perennial herb,,,"7.8"" - 65.0""","0.14"" - 1.56""",,,," 45.9"" - 57.5"""," 58.2"" - 80.9""",,"0.08"" - 29.77""","-49"" - 1566""",,,,846,https://inaturalist-open-data.s3.amazonaws.com/photos/15782/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Spergularia-macrotheca-var.-macrotheca-(Sand-Spurrey)?srchcr=sc61b191eec0023"
343,Camissoniopsis lewisii,Botanical Names: Camissonia lewisiiCommon Names: Lewis' Evening Primrose,Annual herb,,,"9.5"" - 56.9""","0.18"" - 1.97""",,,," 30.8"" - 56.7"""," 50.3"" - 77.7""",,"0.97"" - 22.69""","0"" - 9047""",,Yellow,,94,https://inaturalist-open-data.s3.amazonaws.com/photos/7508754/small.jpg?1493436342,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-lewisii-(Lewis\'-Evening-primrose)?srchcr=sc61b191eec0023"
344,Abronia umbellata var. umbellata,Common Names: Purple Sand Verbena,Annual herb,,,"3.4"" - 32.2""","0.17"" - 1.17""",,,," 45.4"" - 59.9"""," 61.2"" - 88.3""",,"0.82"" - 39.61""","0"" - 1179""",,Pink,,2434,https://inaturalist-open-data.s3.amazonaws.com/photos/6312/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Abronia-umbellata-var.-umbellata-(Pink-Sand-Verbena)?srchcr=sc61b191eec0023"
345,Astragalus brauntonii,Common Names: Braunton's Milk-vetch,Perennial herb,2.3 - 4.9 ft tall,,"14.2"" - 30.9""","0.15"" - 0.86""",,,," 51.4"" - 56.2"""," 68.1"" - 80.0""",,"2.26"" - 25.30""","18"" - 3026""",,Green,,185,https://inaturalist-open-data.s3.amazonaws.com/photos/3210665/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Astragalus-brauntonii-(Braunton\'s-Milkvetch)?srchcr=sc61b191eec0023"
346,Acourtia microcephala,,Perennial herb,4.9 ft tall,,"2.6"" - 36.8""","0.14"" - 2.78""",,,," 39.6"" - 59.0"""," 62.0"" - 88.0""",,"0.47"" - 38.09""","-42"" - 6112""",,Pink,,945,https://inaturalist-open-data.s3.amazonaws.com/photos/1895258/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Acourtia-microcephala-(Sacapellote)?srchcr=sc61b191eec0023"
347,Stephanomeria diegensis,,"Perennial herb, Annual herb",6.6 ft tall,,"5.8"" - 32.3""","0.15"" - 1.84""",,,," 33.8"" - 57.3"""," 61.1"" - 80.3""",,"1.10"" - 29.32""","-180"" - 7194""",,,,1850,https://static.inaturalist.org/photos/2731386/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stephanomeria-diegensis-(San-Diego-Wirelettuce)?srchcr=sc61b191eec0023"
348,Gilia capitata ssp. abrotanifolia,,Annual herb,,['USDA Zone 8b: to -9.4 °C (15 °F)'],"4.4"" - 65.2""","0.15"" - 3.20""",,,," 26.8"" - 58.8"""," 45.7"" - 87.5""",,"0.58"" - 38.31""","4"" - 11089""",,,,2829,https://inaturalist-open-data.s3.amazonaws.com/photos/12442/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Gilia-capitata-ssp.-abrotanifolia-(Bluehead-Gilia)?srchcr=sc61b191eec0023"
349,Leptochloa fusca,,Grasses,,,"2.2"" - 71.0""","0.12"" - 2.34""",,,," 34.3"" - 61.1"""," 57.3"" - 90.6""",,"0.42"" - 48.86""","-232"" - 6788""",,Brown,,526,https://inaturalist-open-data.s3.amazonaws.com/photos/94450576/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Leptochloa-fusca-(Bearded-Sprangletop)?srchcr=sc61b191eec0023"
350,Malacothrix saxatilis var. tenuifolia,Common Names: Cliff-aster,Perennial herb,,,"5.3"" - 38.3""","0.14"" - 2.13""",,,," 35.4"" - 57.9"""," 59.7"" - 85.0""",,"0.79"" - 36.22""","-4136"" - 8278""",,"Lavender,  Yellow,  White",,2946,https://inaturalist-open-data.s3.amazonaws.com/photos/37508/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Malacothrix-saxatilis-var.-tenuifolia-(Cliff-Desertdandelion)?srchcr=sc61b191eec0023"
351,Apiastrum angustifolium,,Annual herb,1.6 ft tall,,"4.7"" - 51.2""","0.14"" - 2.12""",,,," 39.8"" - 57.0"""," 59.6"" - 86.2""",,"0.44"" - 36.40""","-130"" - 5516""",,White,,227,https://inaturalist-open-data.s3.amazonaws.com/photos/258622/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Apiastrum-angustifolium-(Mock-Parsley)?srchcr=sc61b191eec0023"
352,Logfia filaginoides,Common Names: California Fluffweed,Annual herb,,,"3.5"" - 74.9""","0.13"" - 2.96""",,,," 33.4"" - 62.5"""," 57.8"" - 87.9""",,"0.47"" - 40.42""","0"" - 6785""",,,,419,https://inaturalist-open-data.s3.amazonaws.com/photos/17229723/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Logfia-filaginoides-(California-Cottonrose)?srchcr=sc61b191eec0023"
353,Eriogonum giganteum var. giganteum,Common Names: St. Catherine's Lace,Shrub,1 - 11.5 ft tall,"['USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","8.1"" - 22.1""","0.15"" - 0.31""",,,," 47.0"" - 57.3"""," 62.4"" - 75.0""",,"0.93"" - 20.08""","6"" - 1650""","Butterfly Gardens, Bee Gardens","Cream,  Pink,  White",,754,https://inaturalist-open-data.s3.amazonaws.com/photos/20120/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Eriogonum-giganteum-var.-giganteum-(Santa-Catalina-Island-Buckwheat)?srchcr=sc61b191eec0023"
354,Cryptantha intermedia,"Common Names: Clearwater Catseye, Clearwater Cryptantha, Nievitas",Annual herb,0.33 - 1.6 ft tall,"['USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","3.0"" - 94.6""","0.14"" - 2.95""",,,," 27.9"" - 59.9"""," 51.4"" - 88.8""",,"0.41"" - 39.84""","-15"" - 8462""",Bee Gardens,"White,  Yellow",,2496,https://inaturalist-open-data.s3.amazonaws.com/photos/12380/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Cryptantha-intermedia-(Common-Cryptantha)?srchcr=sc61b191eec0023"
355,Caulanthus heterophyllus,"Common Names: San Diego Jewelflower, Slender-pod Jewelflower",Annual herb,,,"3.7"" - 42.2""","0.18"" - 2.65""",,,," 39.8"" - 61.4"""," 66.4"" - 88.8""",,"1.14"" - 42.79""","17"" - 5479""",,"White,  Purple",,252,https://static.inaturalist.org/photos/33431834/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Caulanthus-heterophyllus-(San-Diego-Wild-Cabbage)?srchcr=sc61b191eec0023"
356,Oxalis pilosa,,Annual herb,,,"6.9"" - 80.3""","0.15"" - 2.21""",,,," 41.6"" - 56.6"""," 59.8"" - 77.9""",,"0.23"" - 26.02""","11"" - 3818""",,,,149,https://inaturalist-open-data.s3.amazonaws.com/photos/8865145/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Oxalis-pilosa-(Radishroot-Woodsorrel)?srchcr=sc61b191eec0023"
357,Symphyotrichum subulatum,,Annual Herb,,,"2.6"" - 55.0""","0.13"" - 1.83""",,,," 41.8"" - 61.4"""," 64.3"" - 88.8""",,"0.62"" - 42.79""","-198"" - 4287""","Butterfly Gardens, Bee Gardens",,,2867,https://inaturalist-open-data.s3.amazonaws.com/photos/59894605/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Symphyotrichum-subulatum-(Eastern-Annual-Saltmarsh-Aster)?srchcr=sc61b191eec0023"
358,Triodanis biflora,Common Names: Venus Looking-glass,Annual herb,,,"9.9"" - 65.0""","0.14"" - 2.31""",,,," 36.9"" - 56.3"""," 55.6"" - 80.5""",,"0.13"" - 28.70""","-75"" - 6112""",,"Purple,  Blue",,2438,https://inaturalist-open-data.s3.amazonaws.com/photos/76717570/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Triodanis-biflora-(Small-Venus\'-Looking-glass)?srchcr=sc61b191eec0023"
359,Atriplex coulteri,Common Names: Coulter's Orache,Perennial herb,1.6 ft tall,,"8.1"" - 29.3""","0.14"" - 1.91""",,,," 43.4"" - 57.3"""," 62.6"" - 80.9""",,"1.05"" - 29.22""","0"" - 4182""",,,,43,https://inaturalist-open-data.s3.amazonaws.com/photos/3118352/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Atriplex-coulteri-(Coulter\'s-Saltbush)?srchcr=sc61b191eec0023"
360,Orobanche vallicola,Common Names: Valley Broom-rape,Annual herb,1.3 ft tall,,"13.3"" - 44.6""","0.18"" - 0.92""",,,," 41.3"" - 56.0"""," 60.1"" - 77.6""",,"0.99"" - 24.24""","53"" - 4455""",,,,32,https://inaturalist-open-data.s3.amazonaws.com/photos/12497/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Orobanche-vallicola-(Hillside-Broomrape)?srchcr=sc61b191eec0023"
361,Calystegia macrostegia ssp. intermedia,,"Perennial herb, Shrub, Vine",,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","8.9"" - 41.7""","0.15"" - 1.54""",,,," 39.9"" - 56.9"""," 63.0"" - 80.5""",,"0.79"" - 29.99""","4"" - 4182""",Bee Gardens,,,5558,https://inaturalist-open-data.s3.amazonaws.com/photos/3195315/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Calystegia-macrostegia-ssp.-intermedia-(Island-False-Bindweed)?srchcr=sc61b191eec0023"
362,Amblyopappus pusillus,,Annual herb,,,"7.8"" - 34.0""","0.14"" - 1.55""",,,," 39.4"" - 57.5"""," 60.0"" - 78.4""",,"0.91"" - 23.89""","-154"" - 3640""",,,,224,https://inaturalist-open-data.s3.amazonaws.com/photos/65830251/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Amblyopappus-pusillus-(Dwarf-Coastweed)?srchcr=sc61b191eec0023"
363,Dudleya blochmaniae ssp. blochmaniae,Common Names: Blochman's Liveforever,"Perennial herb, Succulent",3.6 - 8.4 in tall,,"9.9"" - 32.5""","0.13"" - 0.36""",,,," 44.6"" - 55.8"""," 63.6"" - 73.3""",,"0.80"" - 22.10""","-14"" - 2749""",Hummingbird Gardens,"White,  Green,  Red",,165,https://inaturalist-open-data.s3.amazonaws.com/photos/1900410/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Dudleya-blochmaniae-ssp.-blochmaniae-(Blochman\'s-Dudleya)?srchcr=sc61b191eec0023"
364,Chenopodium berlandieri,"Common Names: Huauzontle, Lamb's Quarters, Netseed Lambsquarters, Pigseed Goosefoot, Pit-seed Goosefoot",Annual herb,0.33 - 9.8 ft tall,,"3.1"" - 72.6""","0.14"" - 3.00""",,,," 26.0"" - 62.7"""," 55.4"" - 89.1""",,"0.49"" - 40.59""","-122"" - 7937""",,Green,,317,https://inaturalist-open-data.s3.amazonaws.com/photos/48936/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Chenopodium-berlandieri-(Pitseed-Goosefoot)?srchcr=sc61b191eec0023"
365,Stephanomeria exigua ssp. coronaria,,Annual herb,,,"6.2"" - 59.6""","0.14"" - 2.90""",,,," 26.0"" - 56.4"""," 49.6"" - 80.1""",,"0.39"" - 29.90""","3"" - 9530""",,,,1355,https://inaturalist-open-data.s3.amazonaws.com/photos/47337098/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stephanomeria-exigua-ssp.-coronaria-(Whiteplume-Wirelettuce)?srchcr=sc61b191eec0023"
366,Stachys rigida var. quercetorum,,Perennial herb,2 - 3.3 ft tall,,"7.6"" - 70.8""","0.19"" - 2.06""",,,," 34.1"" - 55.7"""," 58.3"" - 80.2""",,"0.01"" - 26.75""","2"" - 5599""",Hummingbird Gardens,,,1783,https://inaturalist-open-data.s3.amazonaws.com/photos/81898704/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stachys-rigida-var.-quercetorum-(Rough-Hedgenettle)?srchcr=sc61b191eec0023"
367,Horkelia cuneata var. puberula,Common Names: Wedgeleaf Horkelia,Perennial herb,0.7 - 2.3 ft tall,,"11.7"" - 34.0""","0.17"" - 0.97""",,,," 43.4"" - 56.5"""," 63.0"" - 80.2""",,"0.47"" - 26.19""","16"" - 5481""",Bee Gardens,White,,465,https://static.inaturalist.org/photos/209362/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Horkelia-cuneata-var.-puberula-(Mesa-Horkelia)?srchcr=sc61b191eec0023"
