Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
Microseris douglasii ssp. platycarpha,,Annual Herb,,,"8.7"" - 23.8""","0.21"" - 0.98""",,,," 42.5"" - 57.2"""," 67.2"" - 80.9""",,"1.16"" - 29.05""","29"" - 3429""",,,,192,https://inaturalist-open-data.s3.amazonaws.com/photos/7974648/small.jpeg?1544161254,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Microseris-douglasii-ssp.-platycarpha-(Small-flowered-Microseris)?srchcr=sc61ab02aa11143"
Convolvulus simulans,,Annual herb,,,"5.6"" - 34.0""","0.14"" - 1.26""",,,," 39.9"" - 59.1"""," 65.2"" - 84.4""",,"0.98"" - 37.62""","21"" - 2698""",,,,85,https://inaturalist-open-data.s3.amazonaws.com/photos/6656012/small.jpg?1490065649,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Convolvulus-simulans-(Small-flowered-Morning-glory)?srchcr=sc61ab02aa11143"
Cyperus odoratus,"Common Names: Rusty Flat Sedge, Rusty Flatsedge",Grasses,1 - 2 ft tall,,"2.6"" - 47.4""","0.15"" - 2.45""",,,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 33.5"" - 61.4"""," 61.0"" - 89.3""",,"0.97"" - 42.79""","-230"" - 7419""",,Brown,,2658,https://inaturalist-open-data.s3.amazonaws.com/photos/24788159/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Cyperus-odoratus-(Fragrant-Flatsedge)?srchcr=sc61ab02aa11143"
Hoffmannseggia glauca,"Common Names: Hog Potato, Indian Rushpea, Pig Nut, Pignut, Shoestring Weed",Perennial herb,11.8 in tall,,"2.6"" - 30.0""","0.12"" - 2.69""",,,," 43.2"" - 59.8"""," 63.8"" - 89.3""",,"1.00"" - 40.59""","-190"" - 5912""",,"Orange,  Red",,1189,https://inaturalist-open-data.s3.amazonaws.com/photos/813427/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Hoffmannseggia-glauca-(Pig-nut)?srchcr=sc61ab02aa11143"
Baccharis salicifolia ssp. salicifolia,,Shrub,,,"2.5"" - 56.9""","0.14"" - 2.39""",,,," 41.4"" - 61.3"""," 61.1"" - 89.5""",,"0.48"" - 47.01""","-190"" - 5528""","Butterfly Gardens, Bee Gardens","Cream,  White",,10296,https://static.inaturalist.org/photos/62345687/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Baccharis-salicifolia-ssp.-salicifolia-(Mule-Fat)?srchcr=sc61ab02aa11143"
Lasthenia glabrata ssp. coulteri,,Annual herb,,,"3.3"" - 29.3""","0.16"" - 1.99""",,,," 42.1"" - 56.6"""," 61.8"" - 83.3""",,"0.93"" - 35.15""","-5"" - 4389""",,Yellow,,49,https://inaturalist-open-data.s3.amazonaws.com/photos/12633/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Lasthenia-glabrata-ssp.-coulteri-(Coulter\'s-Goldfields)?srchcr=sc61ab02aa11143"
Abronia villosa var. aurita,"Common Names: Desert Sand Verbena, Yellow Hairy Sand Verbena",Annual Herb,,,"2.4"" - 29.4""","0.20"" - 2.24""",,,," 37.8"" - 59.6"""," 64.4"" - 89.4""",,"1.76"" - 39.93""","-228"" - 6793""",Bee Gardens,Pink,,2937,https://static.inaturalist.org/photos/117389011/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Abronia-villosa-var.-aurita-(Chaparral-Sand-verbena)?srchcr=sc61ab02aa11143"
Verbena bracteata,"Common Names: Bigbract Verbena, Carpet Vervain, Prostrate Verbena, Prostrate Vervain","Annual Herb, Perennial Herb",,,"2.6"" - 39.9""","0.15"" - 2.62""",,,," 31.8"" - 59.6"""," 61.9"" - 88.1""",,"0.82"" - 40.92""","-9"" - 6959""",Bee Gardens,Pink,,2621,https://inaturalist-open-data.s3.amazonaws.com/photos/157601/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Verbena-bracteata-(Bracted-Vervain)?srchcr=sc61ab02aa11143"
Brodiaea terrestris ssp. kernensis,Common Names: Dwarf Brodiaea,Perennial herb,,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.3"" - 46.4""","0.15"" - 2.72""",,,," 33.5"" - 55.8"""," 59.7"" - 87.0""",,"0.69"" - 36.93""","56"" - 7419""",Butterfly Gardens,"Blue,  Lavender,  Purple",,1171,https://inaturalist-open-data.s3.amazonaws.com/photos/11764/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Brodiaea-terrestris-ssp.-kernensis-(Kern-Brodiaea)?srchcr=sc61ab02aa11143"
Pholisma arenarium,"Common Names: Desert Pholisma, Dune Food, Scaly-stemmed Sand Plant",Perennial herb,7.9 - 11.8 in tall,,"3.2"" - 26.4""","0.19"" - 1.73""",,,," 39.4"" - 60.7"""," 62.2"" - 88.1""",,"0.88"" - 40.70""","3"" - 6395""",,"White,  Lavender",,455,https://inaturalist-open-data.s3.amazonaws.com/photos/7402195/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Pholisma-arenarium-(Desert-Christmas-Tree)?srchcr=sc61ab02aa11143"
Amaranthus powellii,Common Names: Green Amaranth,Annual herb,6.6 ft tall,,"5.2"" - 75.4""","0.15"" - 3.14""",,,," 28.4"" - 56.1"""," 46.6"" - 79.4""",,"0.49"" - 30.15""","0"" - 7953""",,,,229,https://inaturalist-open-data.s3.amazonaws.com/photos/8954268/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Amaranthus-powellii-(Powell\'s-Amaranth)?srchcr=sc61ab02aa11143"
Epilobium campestre,Common Names: Smooth Spike-primrose,Annual herb,0.33 - 1.8 ft tall,,"8.5"" - 67.3""","0.16"" - 2.45""",,,," 26.6"" - 56.1"""," 47.1"" - 80.9""",,"0.19"" - 29.32""","4"" - 8237""","Bird Gardens, Hummingbird Gardens",,,28,https://inaturalist-open-data.s3.amazonaws.com/photos/932249/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Epilobium-campestre-(Smooth-Boisduvalia)?srchcr=sc61ab02aa11143"
Selaginella cinerascens,"Common Names: Ashy Spikemoss, Gray Spikemoss, Mesa Spikemoss",Fern,,,"9.7"" - 17.2""","0.20"" - 0.55""",,,," 47.2"" - 56.7"""," 69.6"" - 79.9""",,"1.10"" - 26.71""","30"" - 2152""",,,,591,https://inaturalist-open-data.s3.amazonaws.com/photos/58293492/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Selaginella-cinerascens-(Ashy-Spike-moss)?srchcr=sc61ab02aa11143"
Cuscuta campestris,"Common Names: Chaparral Dodder, Large-seeded Alfalfa Dodder, Prairie Dodder","Vine, Annual herb",,,"2.7"" - 70.3""","0.17"" - 1.85""",,,," 30.4"" - 60.0"""," 57.0"" - 88.4""",,"0.51"" - 40.72""","-2229"" - 5647""",,,,1927,https://inaturalist-open-data.s3.amazonaws.com/photos/62167474/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Cuscuta-campestris-(Field-Dodder)?srchcr=sc61ab02aa11143"
Helianthus nuttallii,,"Perennial herb, Annual herb",1.6 - 13.1 ft tall,,"5.2"" - 48.4""","0.20"" - 1.96""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 38.8"" - 55.7"""," 56.1"" - 79.6""",,"1.51"" - 29.19""","1"" - 6404""",Bee Gardens,Yellow,,124,https://inaturalist-open-data.s3.amazonaws.com/photos/483827/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Helianthus-nuttallii-(Nuttall\'s-Sunflower)?srchcr=sc61ab02aa11143"
Camissoniopsis lewisii,Botanical Names: Camissonia lewisiiCommon Names: Lewis' Evening Primrose,Annual herb,,,"9.5"" - 56.9""","0.18"" - 1.97""",,,," 30.8"" - 56.7"""," 50.3"" - 77.7""",,"0.97"" - 22.69""","0"" - 9047""",,Yellow,,94,https://inaturalist-open-data.s3.amazonaws.com/photos/7508754/small.jpg?1493436342,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Camissoniopsis-lewisii-(Lewis\'-Evening-primrose)?srchcr=sc61ab02aa11143"
Phacelia stellaris,Common Names: Brand's Phacelia,Annual herb,2.4 - 9.8 in tall,,"9.4"" - 29.3""","0.18"" - 0.79""",,,," 46.6"" - 56.8"""," 67.0"" - 79.1""",,"1.70"" - 24.53""","0"" - 4182""","Butterfly Gardens, Bee Gardens",Lavender,,42,https://static.inaturalist.org/photos/14641933/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Phacelia-stellaris-(Brand\'s-Star-Phacelia)?srchcr=sc61ab02aa11143"
Acourtia microcephala,,Perennial herb,4.9 ft tall,,"2.6"" - 36.8""","0.14"" - 2.78""",,,," 39.6"" - 59.0"""," 62.0"" - 88.0""",,"0.47"" - 38.09""","-42"" - 6112""",,Pink,,941,https://inaturalist-open-data.s3.amazonaws.com/photos/1895258/small.JPG,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Acourtia-microcephala-(Sacapellote)?srchcr=sc61ab02aa11143"
Stephanomeria diegensis,,"Perennial herb, Annual herb",6.6 ft tall,,"5.8"" - 32.3""","0.15"" - 1.84""",,,," 33.8"" - 57.3"""," 61.1"" - 80.3""",,"1.10"" - 29.32""","-180"" - 7194""",,,,1828,https://static.inaturalist.org/photos/2731386/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Stephanomeria-diegensis-(San-Diego-Wirelettuce)?srchcr=sc61ab02aa11143"
Peritoma arborea var. arborea,,Shrub,1.6 - 6.6 ft tall,,"3.6"" - 19.8""","0.17"" - 2.23""",,,," 43.1"" - 58.8"""," 65.9"" - 87.5""",,"1.48"" - 38.31""","0"" - 4195""",,,,6278,https://static.inaturalist.org/photos/1547441/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Peritoma-arborea-var.-arborea-()?srchcr=sc61ab02aa11143"
Orcuttia californica,,Grasses,5.9 in tall,,"10.4"" - 23.7""","0.19"" - 0.58""",,,," 48.8"" - 56.0"""," 71.6"" - 80.8""",,"1.63"" - 28.98""","49"" - 2161""",,Pink,,49,https://inaturalist-open-data.s3.amazonaws.com/photos/7529131/small.jpg?1545902666,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Orcuttia-californica-(California-Orcutt-Grass)?srchcr=sc61ab02aa11143"
Stylocline gnaphaloides,"Common Names: Everlasting Nest-straw, Mountain Neststraw",Annual herb,,,"4.4"" - 49.7""","0.14"" - 2.73""",,,," 33.5"" - 59.1"""," 57.8"" - 87.6""",,"0.41"" - 38.60""","10"" - 7419""",,White,,381,https://static.inaturalist.org/photos/1930649/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Stylocline-gnaphaloides-(Everlasting-Neststraw)?srchcr=sc61ab02aa11143"
Gilia capitata ssp. abrotanifolia,,Annual herb,,['USDA Zone 8b: to -9.4 °C (15 °F)'],"4.4"" - 65.2""","0.15"" - 3.20""",,,," 26.8"" - 58.8"""," 45.7"" - 87.5""",,"0.58"" - 38.31""","4"" - 11089""",,,,2828,https://inaturalist-open-data.s3.amazonaws.com/photos/12442/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Gilia-capitata-ssp.-abrotanifolia-(Bluehead-Gilia)?srchcr=sc61ab02aa11143"
Pectocarya linearis ssp. ferocula,Common Names: Slender Pectocarya,Annual herb,,,"4.5"" - 32.5""","0.14"" - 2.15""",,,," 39.6"" - 60.6"""," 63.0"" - 87.2""",,"1.06"" - 39.82""","1"" - 5231""",,,,452,https://inaturalist-open-data.s3.amazonaws.com/photos/12577192/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Pectocarya-linearis-ssp.-ferocula-(Narrow-toothed-Pectocarya)?srchcr=sc61ab02aa11143"
Amsinckia douglasiana,,Annual herb,0.7 - 3.9 ft tall,,"5.7"" - 69.7""","0.14"" - 2.31""",,,," 36.9"" - 56.5"""," 58.5"" - 78.6""",,"0.03"" - 28.72""","3"" - 7267""",,"Yellow,  Orange",,28,https://inaturalist-open-data.s3.amazonaws.com/photos/121265/small.jpg?1444780916,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Amsinckia-douglasiana-(Douglas\'-Fiddleneck)?srchcr=sc61ab02aa11143"
Leptochloa fusca,,Grasses,,,"2.2"" - 71.0""","0.12"" - 2.34""",,,," 34.3"" - 61.1"""," 57.3"" - 90.6""",,"0.42"" - 48.86""","-232"" - 6788""",,Brown,,522,https://inaturalist-open-data.s3.amazonaws.com/photos/94450576/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Leptochloa-fusca-(Bearded-Sprangletop)?srchcr=sc61ab02aa11143"
Malacothrix saxatilis var. tenuifolia,Common Names: Cliff-aster,Perennial herb,,,"5.3"" - 38.3""","0.14"" - 2.13""",,,," 35.4"" - 57.9"""," 59.7"" - 85.0""",,"0.79"" - 36.22""","-4136"" - 8278""",,"Lavender,  Yellow,  White",,2932,https://inaturalist-open-data.s3.amazonaws.com/photos/37508/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Malacothrix-saxatilis-var.-tenuifolia-(Cliff-Desertdandelion)?srchcr=sc61ab02aa11143"
Apiastrum angustifolium,,Annual herb,1.6 ft tall,,"4.7"" - 51.2""","0.14"" - 2.12""",,,," 39.8"" - 57.0"""," 59.6"" - 86.2""",,"0.44"" - 36.40""","-130"" - 5516""",,White,,227,https://inaturalist-open-data.s3.amazonaws.com/photos/258622/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Apiastrum-angustifolium-(Mock-Parsley)?srchcr=sc61ab02aa11143"
Logfia filaginoides,Common Names: California Fluffweed,Annual herb,,,"3.5"" - 74.9""","0.13"" - 2.96""",,,," 33.4"" - 62.5"""," 57.8"" - 87.9""",,"0.47"" - 40.42""","0"" - 6785""",,,,419,https://inaturalist-open-data.s3.amazonaws.com/photos/17229723/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Logfia-filaginoides-(California-Cottonrose)?srchcr=sc61ab02aa11143"
Comarostaphylis diversifolia ssp. planifolia,,Shrub,,,"11.2"" - 34.4""","0.14"" - 0.79""","Full Sun, Part Shade",,," 45.9"" - 56.5"""," 62.7"" - 76.9""",,"0.92"" - 22.18""","19"" - 2309""",Hummingbird Gardens,,,515,https://inaturalist-open-data.s3.amazonaws.com/photos/145245/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Comarostaphylis-diversifolia-ssp.-planifolia-(Summer-Holly)?srchcr=sc61ab02aa11143"
Chaenactis glabriuscula var. lanosa,Common Names: Yellow Pincushion,Annual herb,,,"4.9"" - 53.4""","0.15"" - 2.34""",,,," 39.4"" - 58.9"""," 60.9"" - 87.5""",,"0.66"" - 38.44""","-3"" - 6085""",,,,1646,https://inaturalist-open-data.s3.amazonaws.com/photos/13336/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Chaenactis-glabriuscula-var.-lanosa-(Sand-Buttons)?srchcr=sc61ab02aa11143"
Lepidium oblongum,,Annual herb,7.9 - 11.8 in tall,,"2.6"" - 41.2""","0.14"" - 2.01""",,,," 37.6"" - 60.2"""," 59.3"" - 88.7""",,"0.59"" - 40.27""","-47"" - 4218""",,,,118,https://static.inaturalist.org/photos/18351056/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Lepidium-oblongum-(Veiny-Pepperweed)?srchcr=sc61ab02aa11143"
Centromadia parryi ssp. australis,"Common Names: Pappose Tarweed, Spikeweed",Annual herb,,,"10.7"" - 29.3""","0.18"" - 0.79""",,,," 46.6"" - 56.5"""," 63.9"" - 79.4""",,"1.07"" - 25.26""","1"" - 4182""",Bee Gardens,,,338,https://static.inaturalist.org/photos/225691/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Centromadia-parryi-ssp.-australis-(Southern-Tarplant)?srchcr=sc61ab02aa11143"
Cryptantha intermedia,"Common Names: Clearwater Catseye, Clearwater Cryptantha, Nievitas",Annual herb,0.33 - 1.6 ft tall,"['USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","3.0"" - 94.6""","0.14"" - 2.95""",,,," 27.9"" - 59.9"""," 51.4"" - 88.8""",,"0.41"" - 39.84""","-15"" - 8462""",Bee Gardens,"White,  Yellow",,2491,https://inaturalist-open-data.s3.amazonaws.com/photos/12380/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Cryptantha-intermedia-(Common-Cryptantha)?srchcr=sc61ab02aa11143"
Caulanthus heterophyllus,"Common Names: San Diego Jewelflower, Slender-pod Jewelflower",Annual herb,,,"3.7"" - 42.2""","0.18"" - 2.65""",,,," 39.8"" - 61.4"""," 66.4"" - 88.8""",,"1.14"" - 42.79""","17"" - 5479""",,"White,  Purple",,251,https://static.inaturalist.org/photos/33431834/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Caulanthus-heterophyllus-(San-Diego-Wild-Cabbage)?srchcr=sc61ab02aa11143"
Ammannia coccinea,Common Names: Purple Ammannia,Annual herb,1.6 ft tall,,"2.6"" - 54.3""","0.14"" - 1.26""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 32.4"" - 59.5"""," 59.4"" - 88.8""",,"0.41"" - 40.56""","-230"" - 5685""",,Purple,,1275,https://static.inaturalist.org/photos/25557916/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Ammannia-coccinea-(Valley-Redstem)?srchcr=sc61ab02aa11143"
Setaria parviflora,"Common Names: Bristly Foxtail, Knotroot Bristle-grass, Marsh Bristlegrass",Grasses,11.8 in tall,,"2.6"" - 67.2""","0.15"" - 1.72""",,,," 26.3"" - 59.0"""," 54.2"" - 88.0""",,"0.28"" - 38.09""","-42"" - 7940""",,"White,  Green",,3697,https://inaturalist-open-data.s3.amazonaws.com/photos/50707544/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Setaria-parviflora-(Knotroot-Bristle-Grass)?srchcr=sc61ab02aa11143"
Navarretia fossalis,Common Names: Moran's Navarretia,Annual herb,5.9 in tall,,"5.8"" - 19.7""","0.21"" - 1.58""",,,," 46.3"" - 55.7"""," 70.3"" - 80.9""",,"1.12"" - 29.53""","27"" - 4211""",,,,72,https://inaturalist-open-data.s3.amazonaws.com/photos/6757233/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Navarretia-fossalis-(Spreading-Navarretia)?srchcr=sc61ab02aa11143"
Symphyotrichum subulatum,,Annual Herb,,,"2.6"" - 55.0""","0.13"" - 1.83""",,,," 41.8"" - 61.4"""," 64.3"" - 88.8""",,"0.62"" - 42.79""","-198"" - 4287""","Butterfly Gardens, Bee Gardens",,,2857,https://inaturalist-open-data.s3.amazonaws.com/photos/59894605/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Symphyotrichum-subulatum-(Eastern-Annual-Saltmarsh-Aster)?srchcr=sc61ab02aa11143"
Astragalus didymocarpus var. didymocarpus,,Annual herb,0.8 - 1.5 ft tall,,"3.2"" - 40.3""","0.13"" - 1.98""",,,," 39.8"" - 59.9"""," 62.0"" - 85.4""",,"0.82"" - 38.14""","0"" - 5258""",,Yellow,,159,https://inaturalist-open-data.s3.amazonaws.com/photos/8059982/small.jpeg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Astragalus-didymocarpus-var.-didymocarpus-(Dwarf-White-Milkvetch)?srchcr=sc61ab02aa11143"
Lepidium latipes,"Common Names: Heckard's Pepper-grass, Heckard's Pepperweed",Annual herb,4 in tall,,"9.5"" - 76.4""","0.14"" - 1.61""",,,," 40.2"" - 56.5"""," 63.4"" - 80.9""",,"0.09"" - 29.22""","1"" - 4043""",,Green,,13,https://inaturalist-open-data.s3.amazonaws.com/photos/3276509/small.JPG?1459642599,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Lepidium-latipes-(San-Diego-Pepperweed)?srchcr=sc61ab02aa11143"
Atriplex coulteri,Common Names: Coulter's Orache,Perennial herb,1.6 ft tall,,"8.1"" - 29.3""","0.14"" - 1.91""",,,," 43.4"" - 57.3"""," 62.6"" - 80.9""",,"1.05"" - 29.22""","0"" - 4182""",,,,43,https://inaturalist-open-data.s3.amazonaws.com/photos/3118352/small.JPG,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Atriplex-coulteri-(Coulter\'s-Saltbush)?srchcr=sc61ab02aa11143"
Pentachaeta aurea,"Common Names: Golden Chaetopappa, Golden Leastdaisy",Annual herb,1.2 ft tall,,"7.5"" - 38.7""","0.21"" - 3.55""",,,," 27.1"" - 55.8"""," 52.9"" - 80.7""",,"1.36"" - 29.10""","30"" - 9879""",,Yellow,,226,https://inaturalist-open-data.s3.amazonaws.com/photos/30544/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Pentachaeta-aurea-(Golden-rayed-Pentachaeta)?srchcr=sc61ab02aa11143"
Calystegia sepium ssp. limnophila,,"Perennial herb, Vine",,,"4.3"" - 30.5""","0.18"" - 0.67""",,,," 46.3"" - 55.7"""," 65.3"" - 83.6""",,"0.65"" - 37.28""","-7"" - 1238""",Bee Gardens,,,19707,https://inaturalist-open-data.s3.amazonaws.com/photos/4228216/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Calystegia-sepium-ssp.-limnophila-(Hedge-False-Bindweed)?srchcr=sc61ab02aa11143"
Eleocharis parishii,Common Names: Parish Spikerush,Grasses,1.6 ft tall,,"3.0"" - 95.5""","0.14"" - 3.02""",,,," 26.1"" - 60.7"""," 48.5"" - 88.8""",,"0.79"" - 42.82""","1"" - 8042""",,"Purple,  Brown",,36,https://inaturalist-open-data.s3.amazonaws.com/photos/142726/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Eleocharis-parishii-(Parish\'s-Spikerush)?srchcr=sc61ab02aa11143"
Calystegia macrostegia ssp. intermedia,,"Perennial herb, Shrub, Vine",,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","8.9"" - 41.7""","0.15"" - 1.54""",,,," 39.9"" - 56.9"""," 63.0"" - 80.5""",,"0.79"" - 29.99""","4"" - 4182""",Bee Gardens,,,5554,https://inaturalist-open-data.s3.amazonaws.com/photos/3195315/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Calystegia-macrostegia-ssp.-intermedia-(Island-False-Bindweed)?srchcr=sc61ab02aa11143"
Chenopodium berlandieri,"Common Names: Huauzontle, Lamb's Quarters, Netseed Lambsquarters, Pigseed Goosefoot, Pit-seed Goosefoot",Annual herb,0.33 - 9.8 ft tall,,"3.1"" - 72.6""","0.14"" - 3.00""",,,," 26.0"" - 62.7"""," 55.4"" - 89.1""",,"0.49"" - 40.59""","-122"" - 7937""",,Green,,315,https://inaturalist-open-data.s3.amazonaws.com/photos/48936/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Chenopodium-berlandieri-(Pitseed-Goosefoot)?srchcr=sc61ab02aa11143"
Stephanomeria exigua ssp. coronaria,,Annual herb,,,"6.2"" - 59.6""","0.14"" - 2.90""",,,," 26.0"" - 56.4"""," 49.6"" - 80.1""",,"0.39"" - 29.90""","3"" - 9530""",,,,1348,https://inaturalist-open-data.s3.amazonaws.com/photos/47337098/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Stephanomeria-exigua-ssp.-coronaria-(Whiteplume-Wirelettuce)?srchcr=sc61ab02aa11143"
Nitrophila occidentalis,"Common Names: Western Miterwort, Western Nitrophila",Perennial herb,1 ft tall,,"2.3"" - 22.0""","0.17"" - 1.75""",,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 28.6"" - 60.2"""," 61.6"" - 88.8""",,"1.24"" - 46.90""","6"" - 6887""",,"Purple,  Pink,  White",,92,https://inaturalist-open-data.s3.amazonaws.com/photos/199924/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Nitrophila-occidentalis-(Boraxweed)?srchcr=sc61ab02aa11143"
Horkelia cuneata var. puberula,Common Names: Wedgeleaf Horkelia,Perennial herb,0.7 - 2.3 ft tall,,"11.7"" - 34.0""","0.17"" - 0.97""",,,," 43.4"" - 56.5"""," 63.0"" - 80.2""",,"0.47"" - 26.19""","16"" - 5481""",Bee Gardens,White,,464,https://static.inaturalist.org/photos/209362/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Horkelia-cuneata-var.-puberula-(Mesa-Horkelia)?srchcr=sc61ab02aa11143"
Phalaris lemmonii,Common Names: Lemmon's Canarygrass,Grasses,2.5 - 4.9 ft tall,,"6.4"" - 50.7""","0.16"" - 1.35""",,,," 29.7"" - 56.1"""," 58.2"" - 81.0""",,"0.37"" - 29.61""","-10"" - 6279""",,Brown,,14,https://inaturalist-open-data.s3.amazonaws.com/photos/7626868/small.jpeg?1493953463,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Phalaris-lemmonii-(Lemmon\'s-Canary-Grass)?srchcr=sc61ab02aa11143"
Ambrosia confertiflora,Common Names: Weakleaf Burr Ragweed,Perennial herb,,,"6.3"" - 27.9""","0.19"" - 2.81""",,,," 33.3"" - 55.7"""," 59.2"" - 80.3""",,"1.43"" - 31.79""","-3"" - 7945""",,,,490,https://inaturalist-open-data.s3.amazonaws.com/photos/266565/small.jpg,"https://calscape.org/loc-33.9433,-118.1883 (90280)/Ambrosia-confertiflora-(Weakleaf-Bur-Ragweed)?srchcr=sc61ab02aa11143"
